latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
6.81491,26.33947,318.56,1.03,1.02,2022-01-01,1142,A,62,6.1NRT,297.41,9.79,D
6.81355,26.33027,319.51,1.03,1.02,2022-01-01,1142,A,61,6.1NRT,298.15,10.22,D
6.86813,26.63989,324.02,1.02,1.01,2022-01-01,1142,A,43,6.1NRT,299.84,10.17,D
6.86681,26.63082,339.31,1.02,1.01,2022-01-01,1142,A,88,6.1NRT,299.59,31.6,D
6.86549,26.62174,337.12,1.02,1.01,2022-01-01,1142,A,86,6.1NRT,299.14,28.03,D
7.29042,29.48997,313.03,1.13,1.06,2022-01-01,1142,A,30,6.1NRT,280.83,11.04,D
6.19199,22.06179,323.4,1.88,1.34,2022-01-01,1142,A,78,6.1NRT,298.88,35.59,D
6.18936,22.04511,319.54,1.89,1.34,2022-01-01,1142,A,73,6.1NRT,299.11,26.38,D
7.29989,29.48863,311.69,1.13,1.06,2022-01-01,1142,A,37,6.1NRT,279.5,9.75,D
7.76797,32.86909,322.32,1.93,1.36,2022-01-01,1142,A,74,6.1NRT,301.88,24.54,D
7.27594,29.2474,322.38,1.1,1.05,2022-01-01,1142,A,55,6.1NRT,299.48,11.32,D
7.27456,29.23754,326.08,1.1,1.05,2022-01-01,1142,A,79,6.1NRT,295.04,16.38,D
6.87227,26.41559,321.84,1.03,1.01,2022-01-01,1142,A,45,6.1NRT,294.9,11.28,D
6.87093,26.40639,344.1,1.03,1.01,2022-01-01,1142,A,91,6.1NRT,295.71,44.38,D
6.86959,26.39719,322.74,1.03,1.01,2022-01-01,1142,A,41,6.1NRT,292.53,11.97,D
6.17316,21.78402,318.55,1.98,1.37,2022-01-01,1142,A,72,6.1NRT,297.29,25.19,D
6.17041,21.76644,314.72,1.98,1.37,2022-01-01,1142,A,42,6.1NRT,296.68,15.62,D
5.9915,20.6299,316.01,2.46,1.51,2022-01-01,1142,A,68,6.1NRT,299.31,25.14,D
7.7801,32.8675,326.02,1.93,1.36,2022-01-01,1142,A,78,6.1NRT,302.05,33.59,D
6.87997,26.40504,340.42,1.03,1.01,2022-01-01,1142,A,89,6.1NRT,294.71,35.57,D
6.87863,26.39583,344.39,1.03,1.01,2022-01-01,1142,A,91,6.1NRT,294.71,42.35,D
6.87729,26.38663,327.45,1.03,1.01,2022-01-01,1142,A,77,6.1NRT,293.96,17.82,D
6.18536,21.78207,319.03,1.98,1.37,2022-01-01,1142,A,73,6.1NRT,297.25,26.87,D
6.18264,21.76449,313.79,1.98,1.37,2022-01-01,1142,A,37,6.1NRT,297.05,14.47,D
6.05169,20.92516,317.17,2.32,1.47,2022-01-01,1142,A,65,6.1NRT,299.64,22.04,D
6.88901,26.4037,332.04,1.03,1.01,2022-01-01,1142,A,75,6.1NRT,295.81,22,D
6.88768,26.3945,330.9,1.03,1.01,2022-01-01,1142,A,61,6.1NRT,296.26,19.61,D
6.8716,26.28383,316.05,1.04,1.02,2022-01-01,1142,A,53,6.1NRT,296.75,6.43,D
6.87025,26.27456,335.52,1.04,1.02,2022-01-01,1142,A,85,6.1NRT,296.49,29.71,D
6.93865,26.55871,338.74,1.02,1.01,2022-01-01,1142,A,87,6.1NRT,297.09,30.1,D
6.93732,26.5496,327.76,1.02,1.01,2022-01-01,1142,A,67,6.1NRT,295.77,14.93,D
7.46396,30.23817,323.31,1.24,1.11,2022-01-01,1142,A,57,6.1NRT,293.43,13.84,D
6.94632,26.54825,381.5,1.02,1.01,2022-01-01,1142,A,100,6.1NRT,298.38,153.01,D
6.94499,26.53915,336.44,1.02,1.01,2022-01-01,1142,A,86,6.1NRT,296.18,28.29,D
7.00401,26.88173,319.07,1.01,1,2022-01-01,1142,A,56,6.1NRT,295.1,9.99,D
6.95266,26.52868,329.73,1.02,1.01,2022-01-01,1142,A,79,6.1NRT,292.82,19.3,D
6.95133,26.51957,349.12,1.02,1.01,2022-01-01,1142,A,94,6.1NRT,293.28,52.92,D
6.95,26.51045,325.69,1.02,1.01,2022-01-01,1142,A,74,6.1NRT,293.32,15.09,D
6.91097,26.24391,322.51,1.04,1.02,2022-01-01,1142,A,70,6.1NRT,295.27,11.13,D
7.01427,26.8894,317.78,1.01,1,2022-01-01,1142,A,16,6.1NRT,296.29,7.86,D
7.00775,26.84439,322.43,1.01,1,2022-01-01,1142,A,70,6.1NRT,290.32,14.27,D
6.98153,26.66371,320.24,1.01,1.01,2022-01-01,1142,A,33,6.1NRT,295.98,7.6,D
6.98021,26.65464,319.96,1.02,1.01,2022-01-01,1142,A,36,6.1NRT,295.03,7.89,D
6.96035,26.51823,333.84,1.02,1.01,2022-01-01,1142,A,83,6.1NRT,292.1,26.43,D
6.95902,26.50911,320.83,1.02,1.01,2022-01-01,1142,A,66,6.1NRT,293.01,10.42,D
6.92006,26.24258,325.7,1.04,1.02,2022-01-01,1142,A,75,6.1NRT,296.36,14.24,D
8.07085,34.61526,318.17,2.68,1.57,2022-01-01,1142,A,44,6.1NRT,300.2,22.61,D
6.99051,26.66237,342.14,1.01,1.01,2022-01-01,1142,A,90,6.1NRT,296.74,36.86,D
6.98919,26.65331,332.86,1.02,1.01,2022-01-01,1142,A,83,6.1NRT,296.54,22.54,D
6.89769,26.02666,323.49,1.05,1.02,2022-01-01,1142,A,72,6.1NRT,297.29,15.84,D
6.30796,22.14052,315.41,1.85,1.33,2022-01-01,1142,A,67,6.1NRT,298.25,17.2,D
6.27918,21.95686,322.07,1.91,1.35,2022-01-01,1142,A,77,6.1NRT,298.94,34.52,D
6.73038,24.83216,331.65,1.19,1.09,2022-01-01,1142,A,83,6.1NRT,297.82,28.35,D
7.06056,27.02016,343.17,1,1,2022-01-01,1142,A,91,6.1NRT,300.69,37.44,D
7.05927,27.0112,334.07,1,1,2022-01-01,1142,A,84,6.1NRT,298.4,22.49,D
6.74006,24.83071,328.73,1.19,1.09,2022-01-01,1142,A,80,6.1NRT,297.48,23.37,D
6.73847,24.82002,320.65,1.19,1.09,2022-01-01,1142,A,59,6.1NRT,298.66,12.19,D
7.88279,32.8661,324.37,1.93,1.36,2022-01-01,1142,A,77,6.1NRT,302.44,32.91,D
7.88047,32.8488,326.38,1.93,1.36,2022-01-01,1142,A,79,6.1NRT,302.19,38.87,D
7.05008,26.88413,320.72,1.01,1,2022-01-01,1142,A,64,6.1NRT,291.03,10.63,D
7.04748,26.86614,336.31,1.01,1,2022-01-01,1142,A,86,6.1NRT,289.65,30.63,D
7.01615,26.64933,322.54,1.02,1.01,2022-01-01,1142,A,63,6.1NRT,297.77,10.41,D
6.95636,26.23713,323.66,1.04,1.02,2022-01-01,1142,A,68,6.1NRT,294.83,13.97,D
6.92511,26.0226,315.76,1.05,1.02,2022-01-01,1142,A,40,6.1NRT,293.82,7.45,D
6.86923,25.6403,334.98,1.09,1.04,2022-01-01,1142,A,85,6.1NRT,300.17,29.06,D
7.7899,32.08976,320.23,1.68,1.27,2022-01-01,1142,A,71,6.1NRT,300.9,17.91,D
6.87851,25.6389,327.23,1.09,1.04,2022-01-01,1142,A,72,6.1NRT,300.32,16.94,D
7.8013,32.08824,343.35,1.68,1.27,2022-01-01,1142,A,92,6.1NRT,302.52,84.63,D
7.88766,32.85829,324.57,1.93,1.36,2022-01-01,1142,A,77,6.1NRT,302.22,32.7,D
7.80204,32.09658,329.58,1.68,1.28,2022-01-01,1142,A,80,6.1NRT,300.16,38.47,D
7.80009,32.08149,337.33,1.68,1.27,2022-01-01,1142,A,88,6.1NRT,302.34,62.2,D
7.49807,29.80651,390.41,1.18,1.08,2022-01-01,1142,A,100,6.1NRT,293.1,245.68,D
7.49663,29.79596,395.49,1.18,1.08,2022-01-01,1142,A,100,6.1NRT,294.91,278.68,D
7.4952,29.78542,332.62,1.18,1.08,2022-01-01,1142,A,71,6.1NRT,284.82,31.31,D
7.81345,32.09505,331.2,1.68,1.28,2022-01-01,1142,A,83,6.1NRT,296.65,44.99,D
7.81147,32.07995,362.61,1.68,1.27,2022-01-01,1142,A,100,6.1NRT,301.47,180.41,D
7.50628,29.7946,326.08,1.18,1.08,2022-01-01,1142,A,77,6.1NRT,287.01,22.15,D
7.44848,29.37298,322.22,1.12,1.06,2022-01-01,1142,A,73,6.1NRT,294.96,16.07,D
7.44709,29.36295,328.34,1.12,1.05,2022-01-01,1142,A,83,6.1NRT,294.17,24.13,D
6.89356,25.50007,343.39,1.1,1.05,2022-01-01,1142,A,91,6.1NRT,303.47,42.21,D
6.8921,25.49023,347.84,1.1,1.05,2022-01-01,1142,A,93,6.1NRT,302.79,52.12,D
7.93313,32.92323,334.85,1.96,1.37,2022-01-01,1142,A,79,6.1NRT,298.52,66.66,D
7.85728,32.34071,324.41,1.76,1.3,2022-01-01,1142,A,68,6.1NRT,296.86,26.56,D
6.59401,23.45952,333.89,1.46,1.19,2022-01-01,1142,A,85,6.1NRT,296.7,46.65,D
6.34555,21.86977,313.82,1.93,1.36,2022-01-01,1142,A,65,6.1NRT,297.97,17.19,D
7.87101,32.35497,348.39,1.77,1.3,2022-01-01,1142,A,94,6.1NRT,297.06,107.88,D
7.86892,32.33916,402.77,1.76,1.3,2022-01-01,1142,A,100,6.1NRT,303.34,592.02,D
7.86684,32.32338,381.02,1.76,1.3,2022-01-01,1142,A,100,6.1NRT,301.09,334.65,D
6.60068,23.43207,326.07,1.46,1.2,2022-01-01,1142,A,74,6.1NRT,299.37,30.14,D
7.88266,32.35341,373.22,1.77,1.3,2022-01-01,1142,A,100,6.1NRT,297.64,266.97,D
7.88056,32.3376,364.12,1.76,1.3,2022-01-01,1142,A,100,6.1NRT,298.52,199.5,D
7.89431,32.35185,317.1,1.77,1.3,2022-01-01,1142,A,48,6.1NRT,293.53,12.89,D
7.11396,26.74844,353.16,1.01,1,2022-01-01,1142,A,96,6.1NRT,300.07,57.56,D
7.11266,26.73943,321.62,1.01,1.01,2022-01-01,1142,A,52,6.1NRT,298.84,7.4,D
6.86236,25.03071,321.67,1.16,1.07,2022-01-01,1142,A,66,6.1NRT,302.83,9.8,D
6.86083,25.02034,328.7,1.16,1.07,2022-01-01,1142,A,80,6.1NRT,303.51,19.88,D
7.86233,32.02728,314.91,1.67,1.27,2022-01-01,1142,A,24,6.1NRT,286.44,11.84,D
7.13075,26.80127,316.3,1.01,1,2022-01-01,1142,A,42,6.1NRT,290.2,6.74,D
7.12685,26.77421,322,1.01,1,2022-01-01,1142,A,52,6.1NRT,293.71,10.12,D
7.12554,26.76519,323.46,1.01,1,2022-01-01,1142,A,39,6.1NRT,295.21,10.67,D
6.99687,25.87967,320.63,1.06,1.03,2022-01-01,1142,A,48,6.1NRT,298.79,11.57,D
6.99548,25.87014,321.51,1.06,1.03,2022-01-01,1142,A,50,6.1NRT,299.17,12.55,D
6.14977,20.29429,308.87,2.6,1.55,2022-01-01,1142,A,56,6.1NRT,283.13,27.02,D
7.12798,26.71866,326.15,1.01,1.01,2022-01-01,1142,A,68,6.1NRT,300.78,12.85,D
7.12668,26.70962,321.52,1.01,1.01,2022-01-01,1142,A,64,6.1NRT,298.57,8.75,D
7.06189,26.26216,333.28,1.03,1.02,2022-01-01,1142,A,83,6.1NRT,298.66,24.81,D
7.06055,26.25295,328.57,1.04,1.02,2022-01-01,1142,A,78,6.1NRT,297.38,18.62,D
8.27225,34.90186,320.27,2.84,1.61,2022-01-01,1142,A,55,6.1NRT,298.97,34.32,D
8.26912,34.87809,334.35,2.83,1.61,2022-01-01,1142,A,85,6.1NRT,300.34,112.19,D
7.13956,26.73543,321.93,1.01,1.01,2022-01-01,1142,A,61,6.1NRT,300.86,8.97,D
7.13826,26.72638,343.57,1.01,1.01,2022-01-01,1142,A,91,6.1NRT,301.67,38.58,D
7.13695,26.71733,365.16,1.01,1.01,2022-01-01,1142,A,100,6.1NRT,301.8,90.47,D
7.13565,26.70829,340.34,1.01,1.01,2022-01-01,1142,A,89,6.1NRT,300.81,33.03,D
7.01938,25.90545,320.24,1.06,1.03,2022-01-01,1142,A,51,6.1NRT,299.48,10.99,D
6.14142,20.29053,308.88,2.6,1.55,2022-01-01,1142,A,55,6.1NRT,284.03,26.35,D
7.95678,32.50143,364.59,1.82,1.32,2022-01-01,1142,A,100,6.1NRT,303.66,210.25,D
7.09084,26.21439,340.88,1.04,1.02,2022-01-01,1142,A,89,6.1NRT,301.35,35.55,D
7.08948,26.20514,340.88,1.04,1.02,2022-01-01,1142,A,89,6.1NRT,300.86,35.26,D
8.27365,34.89681,326.03,2.84,1.61,2022-01-01,1142,A,66,6.1NRT,298.59,67.36,D
8.27064,34.87259,328.47,2.83,1.61,2022-01-01,1142,A,79,6.1NRT,300.27,80.09,D
7.97285,32.53258,332.57,1.83,1.32,2022-01-01,1142,A,79,6.1NRT,301.12,50.21,D
7.05312,25.89482,319.74,1.06,1.03,2022-01-01,1142,A,48,6.1NRT,298.35,11.06,D
7.32015,27.67373,319.41,1,1,2022-01-01,1142,A,64,6.1NRT,295.62,7.64,D
7.31887,27.66475,316.96,1,1,2022-01-01,1142,A,52,6.1NRT,293.89,5.93,D
7.21347,26.93036,325.65,1,1,2022-01-01,1142,A,73,6.1NRT,301.74,11.11,D
7.99653,32.52942,328.12,1.83,1.32,2022-01-01,1142,A,69,6.1NRT,302.59,36.13,D
7.08618,25.92855,322.92,1.06,1.03,2022-01-01,1142,A,59,6.1NRT,299.01,12.35,D
7.0848,25.91913,323.96,1.06,1.03,2022-01-01,1142,A,70,6.1NRT,296.33,13.84,D
6.99772,25.32685,323.86,1.12,1.05,2022-01-01,1142,A,54,6.1NRT,302.77,10.99,D
8.02021,32.52626,349.87,1.83,1.32,2022-01-01,1142,A,95,6.1NRT,302.36,123.85,D
8.01801,32.50988,327.82,1.82,1.32,2022-01-01,1142,A,64,6.1NRT,303.16,37.88,D
7.98786,32.28553,320.94,1.75,1.3,2022-01-01,1142,A,56,6.1NRT,290.97,24.08,D
7.12946,26.16127,320.8,1.04,1.02,2022-01-01,1142,A,57,6.1NRT,300.53,7.99,D
6.96523,25.04129,321.48,1.16,1.07,2022-01-01,1142,A,37,6.1NRT,304.47,9.83,D
7.99947,32.28398,326.06,1.75,1.3,2022-01-01,1142,A,62,6.1NRT,291.93,35.09,D
7.99734,32.26831,322.93,1.75,1.3,2022-01-01,1142,A,44,6.1NRT,289.95,27.78,D
6.97781,25.06052,325.42,1.15,1.07,2022-01-01,1142,A,75,6.1NRT,302.15,16.47,D
6.97629,25.05016,320.8,1.15,1.07,2022-01-01,1142,A,26,6.1NRT,302.12,9.56,D
8.01322,32.29816,327.04,1.76,1.3,2022-01-01,1142,A,39,6.1NRT,291.59,34.57,D
8.01108,32.28244,340.03,1.75,1.3,2022-01-01,1142,A,89,6.1NRT,293.21,77.79,D
7.2061,26.56254,322.69,1.02,1.01,2022-01-01,1142,A,67,6.1NRT,301.48,7.94,D
7.99652,32.27737,333.33,1.75,1.3,2022-01-01,1142,A,71,6.1NRT,291.85,54.51,D
7.21628,26.5638,331.15,1.02,1.01,2022-01-01,1142,A,79,6.1NRT,302.26,17.25,D
7.21495,26.55471,336.22,1.02,1.01,2022-01-01,1142,A,84,6.1NRT,300.52,24.68,D
7.1515,26.12296,327.34,1.04,1.02,2022-01-01,1142,A,74,6.1NRT,299.52,16.66,D
7.15012,26.11364,347.09,1.04,1.02,2022-01-01,1142,A,93,6.1NRT,300.74,49.84,D
7.13629,26.02018,321.6,1.05,1.02,2022-01-01,1142,A,63,6.1NRT,297.2,10.87,D
8.01015,32.29153,333,1.76,1.3,2022-01-01,1142,A,84,6.1NRT,291.94,55,D
7.17831,26.24197,338.33,1.03,1.02,2022-01-01,1142,A,86,6.1NRT,299.03,32.17,D
7.17695,26.23272,343.57,1.03,1.02,2022-01-01,1142,A,90,6.1NRT,298.4,41.1,D
6.30969,20.6668,315.15,2.41,1.5,2022-01-01,1142,A,69,6.1NRT,299.39,24.29,D
8.02177,32.28998,337.42,1.76,1.3,2022-01-01,1142,A,87,6.1NRT,290.32,71.74,D
7.23161,26.54297,353.98,1.02,1.01,2022-01-01,1142,A,97,6.1NRT,302.15,61.65,D
7.23028,26.53387,330.85,1.02,1.01,2022-01-01,1142,A,79,6.1NRT,299.31,20.74,D
8.33314,34.63497,320.73,2.71,1.58,2022-01-01,1142,A,56,6.1NRT,301.85,33.25,D
7.99519,31.99684,318.42,1.67,1.27,2022-01-01,1142,A,38,6.1NRT,293.42,14.89,D
7.99322,31.98189,317.65,1.66,1.27,2022-01-01,1142,A,52,6.1NRT,291.42,14.85,D
7.24193,26.5507,326.93,1.02,1.01,2022-01-01,1142,A,74,6.1NRT,299.19,13.24,D
7.2406,26.54162,346.95,1.02,1.01,2022-01-01,1142,A,92,6.1NRT,297.68,46.14,D
8.42367,35.24361,316.09,3.05,1.66,2022-01-01,1142,A,59,6.1NRT,296.22,41.9,D
7.25092,26.54937,369.12,1.02,1.01,2022-01-01,1142,A,100,6.1NRT,301.94,104.96,D
7.2496,26.54029,385.73,1.02,1.01,2022-01-01,1142,A,100,6.1NRT,303.45,172.59,D
7.19874,26.19171,326.32,1.04,1.02,2022-01-01,1142,A,70,6.1NRT,303.91,12.39,D
7.19738,26.18246,330.6,1.04,1.02,2022-01-01,1142,A,79,6.1NRT,302.77,18.93,D
7.25991,26.54803,338.09,1.02,1.01,2022-01-01,1142,A,86,6.1NRT,298.09,30.66,D
7.25859,26.53894,347.25,1.02,1.01,2022-01-01,1142,A,93,6.1NRT,298.19,48.56,D
7.20781,26.19034,338.42,1.04,1.02,2022-01-01,1142,A,86,6.1NRT,302.86,29.1,D
7.20646,26.1811,352.59,1.04,1.02,2022-01-01,1142,A,96,6.1NRT,301.97,58.38,D
8.37881,34.4356,324.82,2.62,1.55,2022-01-01,1142,A,75,6.1NRT,301.24,39.69,D
7.41369,27.42468,323.62,1,1,2022-01-01,1142,A,69,6.1NRT,289.88,13.62,D
7.2471,26.26941,319.91,1.03,1.01,2022-01-01,1142,A,27,6.1NRT,296.67,7.14,D
7.24577,26.2602,320.74,1.03,1.02,2022-01-01,1142,A,47,6.1NRT,295.4,8.2,D
8.0592,31.95789,327.16,1.66,1.27,2022-01-01,1142,A,79,6.1NRT,283.82,35.24,D
7.98883,31.44601,318.8,1.52,1.22,2022-01-01,1142,A,69,6.1NRT,294.11,14.75,D
7.97948,31.44162,320.68,1.52,1.22,2022-01-01,1142,A,71,6.1NRT,293.99,18.29,D
7.05467,24.86645,323.98,1.18,1.08,2022-01-01,1142,A,70,6.1NRT,305.77,14.06,D
8.05894,31.96744,321.19,1.66,1.27,2022-01-01,1142,A,70,6.1NRT,284.59,23.06,D
8.05701,31.95253,318.58,1.66,1.27,2022-01-01,1142,A,62,6.1NRT,283.7,17.67,D
7.27255,26.26004,327.37,1.03,1.01,2022-01-01,1142,A,71,6.1NRT,296.16,14.95,D
7.2712,26.25083,351.95,1.03,1.02,2022-01-01,1142,A,95,6.1NRT,298.23,57.85,D
7.01539,24.54358,328.11,1.23,1.1,2022-01-01,1142,A,79,6.1NRT,301.29,22.59,D
8.38334,34.43007,326.19,2.62,1.55,2022-01-01,1142,A,70,6.1NRT,301.76,45.67,D
7.18553,25.60818,331.65,1.08,1.04,2022-01-01,1142,A,80,6.1NRT,299.33,22.89,D
7.0252,24.54208,317.47,1.23,1.1,2022-01-01,1142,A,48,6.1NRT,297.99,8.22,D
7.19479,25.60679,320.06,1.08,1.04,2022-01-01,1142,A,26,6.1NRT,301.87,8.74,D
6.46819,20.91423,318.82,2.29,1.46,2022-01-01,1142,A,74,6.1NRT,300.37,29.89,D
8.22383,32.86678,324.03,1.96,1.37,2022-01-01,1142,A,75,6.1NRT,302.3,32.2,D
8.22153,32.84922,331.5,1.95,1.36,2022-01-01,1142,A,83,6.1NRT,302.48,56.09,D
8.21924,32.83173,334.03,1.95,1.36,2022-01-01,1142,A,85,6.1NRT,302.33,64.27,D
7.16976,25.30935,338.33,1.12,1.05,2022-01-01,1142,A,87,6.1NRT,301.33,34.83,D
7.16828,25.29935,350.11,1.12,1.05,2022-01-01,1142,A,95,6.1NRT,302.64,60.52,D
7.17767,25.29791,318.96,1.12,1.05,2022-01-01,1142,A,51,6.1NRT,302.13,6.48,D
8.07958,31.52592,324.41,1.54,1.22,2022-01-01,1142,A,76,6.1NRT,299.75,20.28,D
7.15052,24.91615,322.33,1.17,1.08,2022-01-01,1142,A,40,6.1NRT,301.32,10.92,D
7.38556,26.46141,322.47,1.02,1.01,2022-01-01,1142,A,49,6.1NRT,300.1,9.44,D
7.15386,24.90904,320.28,1.17,1.08,2022-01-01,1142,A,43,6.1NRT,302.89,7.76,D
8.15668,32.00864,318.08,1.68,1.27,2022-01-01,1142,A,50,6.1NRT,292.48,13.16,D
7.17319,24.84201,330.14,1.18,1.08,2022-01-01,1142,A,80,6.1NRT,307.32,18.56,D
8.52858,34.40282,337.92,2.62,1.55,2022-01-01,1142,A,88,6.1NRT,300.78,121.34,D
7.34332,25.79374,327.75,1.06,1.03,2022-01-01,1142,A,60,6.1NRT,300.5,17.17,D
7.21448,24.92108,322.29,1.16,1.07,2022-01-01,1142,A,37,6.1NRT,305.4,8.86,D
8.54249,34.40118,332.76,2.62,1.55,2022-01-01,1142,A,84,6.1NRT,300.99,89.73,D
8.53948,34.3779,339.31,2.61,1.55,2022-01-01,1142,A,89,6.1NRT,301.45,123.03,D
8.20892,31.88009,323.18,1.65,1.26,2022-01-01,1142,A,53,6.1NRT,304.84,14.5,D
8.15112,31.45336,332.09,1.53,1.22,2022-01-01,1142,A,83,6.1NRT,298.12,39.76,D
8.14926,31.43966,317.91,1.53,1.22,2022-01-01,1142,A,27,6.1NRT,297.74,10.55,D
7.28699,25.34594,337.5,1.11,1.05,2022-01-01,1142,A,86,6.1NRT,303.86,30.33,D
7.28553,25.33601,334.26,1.11,1.05,2022-01-01,1142,A,83,6.1NRT,304.17,24.55,D
7.32514,25.54097,328.89,1.09,1.04,2022-01-01,1142,A,77,6.1NRT,299.8,21.26,D
7.29636,25.34454,320.54,1.11,1.05,2022-01-01,1142,A,60,6.1NRT,303.71,5.94,D
7.2949,25.33463,322.49,1.11,1.05,2022-01-01,1142,A,67,6.1NRT,304.11,7.95,D
8.53317,34.39737,351.56,2.62,1.55,2022-01-01,1142,A,96,6.1NRT,301.74,223.54,D
8.16506,31.45974,320.75,1.53,1.22,2022-01-01,1142,A,52,6.1NRT,298.98,13.97,D
8.22757,31.76761,321.25,1.62,1.25,2022-01-01,1142,A,40,6.1NRT,304.08,15.03,D
7.55531,26.80954,335.07,1.01,1,2022-01-01,1142,A,72,6.1NRT,312.25,16.22,D
7.55401,26.80055,333.7,1.01,1,2022-01-01,1142,A,65,6.1NRT,309.5,15.51,D
7.55271,26.79155,329.94,1.01,1,2022-01-01,1142,A,51,6.1NRT,307.86,11.59,D
7.36321,25.49972,322.69,1.09,1.04,2022-01-01,1142,A,60,6.1NRT,302.33,11.08,D
7.24761,24.72778,317.42,1.19,1.09,2022-01-01,1142,A,55,6.1NRT,301.56,8.38,D
6.74123,21.47044,314.39,2.04,1.39,2022-01-01,1142,A,59,6.1NRT,299.97,15.89,D
8.27528,31.95647,325.43,1.67,1.27,2022-01-01,1142,A,71,6.1NRT,301.86,22.22,D
8.59969,34.36518,335.12,2.61,1.55,2022-01-01,1142,A,78,6.1NRT,302.24,97.92,D
7.59396,26.95066,333.79,1,1,2022-01-01,1142,A,72,6.1NRT,310.78,14.37,D
7.52074,26.44491,322.9,1.02,1.01,2022-01-01,1142,A,64,6.1NRT,300.93,9.28,D
7.51941,26.43579,319.32,1.02,1.01,2022-01-01,1142,A,35,6.1NRT,299.08,6.06,D
7.41593,25.72841,324.51,1.07,1.03,2022-01-01,1142,A,67,6.1NRT,299,14.09,D
7.05399,23.3187,320.46,1.47,1.2,2022-01-01,1142,A,61,6.1NRT,297.39,18.33,D
7.05198,23.30561,349.71,1.47,1.2,2022-01-01,1142,A,95,6.1NRT,299.94,94.26,D
7.04996,23.29243,355.39,1.47,1.2,2022-01-01,1142,A,98,6.1NRT,300.76,115.02,D
7.04794,23.27922,332.76,1.48,1.2,2022-01-01,1142,A,84,6.1NRT,301.14,39.48,D
8.37014,32.40492,314.48,1.81,1.32,2022-01-01,1142,A,29,6.1NRT,291.81,12.28,D
7.30199,24.82749,333.98,1.17,1.08,2022-01-01,1142,A,84,6.1NRT,302.83,29.35,D
7.30043,24.81696,321.31,1.18,1.08,2022-01-01,1142,A,67,6.1NRT,302,10.47,D
7.52521,26.28539,331.99,1.03,1.01,2022-01-01,1142,A,79,6.1NRT,293.94,23.22,D
7.31162,24.82608,336.48,1.17,1.08,2022-01-01,1142,A,86,6.1NRT,301.82,34.3,D
7.31006,24.81552,338.66,1.18,1.08,2022-01-01,1142,A,87,6.1NRT,303.1,39.34,D
7.53424,26.28403,332.62,1.03,1.01,2022-01-01,1142,A,80,6.1NRT,293.55,23.86,D
7.42748,25.54973,326.64,1.09,1.04,2022-01-01,1142,A,63,6.1NRT,300.66,17.52,D
8.32363,31.97362,319.78,1.68,1.27,2022-01-01,1142,A,37,6.1NRT,302.98,11.45,D
7.32108,24.73151,336.44,1.19,1.08,2022-01-01,1142,A,86,6.1NRT,301.61,36.87,D
7.31946,24.72088,320.39,1.19,1.08,2022-01-01,1142,A,65,6.1NRT,300.5,11.23,D
8.28958,31.53483,342.51,1.56,1.23,2022-01-01,1142,A,91,6.1NRT,305.92,69.59,D
8.28775,31.52086,342.77,1.55,1.23,2022-01-01,1142,A,91,6.1NRT,306.05,69.97,D
8.29874,31.51936,354.57,1.55,1.23,2022-01-01,1142,A,97,6.1NRT,305.15,116.55,D
7.41313,25.21274,327.11,1.12,1.06,2022-01-01,1142,A,75,6.1NRT,304.32,15.05,D
7.41163,25.20274,323.94,1.12,1.06,2022-01-01,1142,A,69,6.1NRT,304.57,10.65,D
7.35315,24.81306,315.89,1.17,1.08,2022-01-01,1142,A,39,6.1NRT,300.18,6.41,D
6.64772,20.31779,321.81,2.53,1.53,2022-01-01,1142,A,78,6.1NRT,291.34,55.7,D
7.5202,25.87088,320.74,1.05,1.03,2022-01-01,1142,A,45,6.1NRT,302.22,4.79,D
7.51881,25.86144,322.83,1.06,1.03,2022-01-01,1142,A,51,6.1NRT,303.74,6.62,D
7.42254,25.21135,332.76,1.12,1.06,2022-01-01,1142,A,81,6.1NRT,302.33,22.7,D
7.42105,25.20133,345.85,1.12,1.06,2022-01-01,1142,A,92,6.1NRT,304.77,48.1,D
7.36276,24.81154,332.38,1.17,1.08,2022-01-01,1142,A,82,6.1NRT,300.03,29.1,D
7.36118,24.80101,317.09,1.18,1.08,2022-01-01,1142,A,50,6.1NRT,300.25,7.71,D
7.52518,25.84118,327.69,1.06,1.03,2022-01-01,1142,A,69,6.1NRT,305.64,10.5,D
7.4384,25.1885,319.59,1.12,1.06,2022-01-01,1142,A,50,6.1NRT,303.74,5.55,D
7.52263,25.69586,325.01,1.07,1.03,2022-01-01,1142,A,68,6.1NRT,305,10.05,D
7.16274,23.28151,324.52,1.47,1.2,2022-01-01,1142,A,76,6.1NRT,302.11,26.84,D
6.69868,20.28689,309.47,2.54,1.53,2022-01-01,1142,A,50,6.1NRT,293.74,16.02,D
7.58406,26.05266,330.04,1.04,1.02,2022-01-01,1142,A,76,6.1NRT,297.39,20.62,D
6.19005,17.02773,310.82,4.68,1.98,2022-01-01,1142,A,63,6.1NRT,282.95,77.7,D
7.53125,25.62592,340.3,1.08,1.04,2022-01-01,1142,A,87,6.1NRT,302.75,35.39,D
7.53838,25.62907,324.26,1.07,1.03,2022-01-01,1142,A,66,6.1NRT,301.59,13.26,D
7.53694,25.61944,325.51,1.08,1.04,2022-01-01,1142,A,69,6.1NRT,302.15,14.99,D
