latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
9.69408,-8.88639,322.38,1.24,1.11,2021-12-31,1416,A,73,6.1NRT,303.37,14.45,D
9.27646,-11.88326,319.78,1,1,2021-12-31,1416,A,72,6.1NRT,302.37,8.8,D
9.27517,-11.89224,318.07,1,1,2021-12-31,1416,A,70,6.1NRT,303.39,7.42,D
9.08731,-13.17881,321.66,1.06,1.03,2021-12-31,1416,A,71,6.1NRT,305.52,12.35,D
9.0859,-13.18835,321.15,1.06,1.03,2021-12-31,1416,A,70,6.1NRT,305,11.83,D
9.70395,-8.88783,327.92,1.24,1.11,2021-12-31,1416,A,80,6.1NRT,304.67,23,D
9.70244,-8.89902,321.55,1.24,1.11,2021-12-31,1416,A,63,6.1NRT,302.59,12.85,D
9.63625,-9.38487,324.62,1.16,1.07,2021-12-31,1416,A,77,6.1NRT,291.49,22.79,D
9.63483,-9.39523,323.38,1.16,1.07,2021-12-31,1416,A,74,6.1NRT,287.58,21.52,D
9.17484,-12.64693,321.64,1.02,1.01,2021-12-31,1416,A,73,6.1NRT,304.51,12.07,D
9.55926,-10.01251,306.95,1.09,1.04,2021-12-31,1416,A,31,6.1NRT,284.26,5.38,D
9.29432,-11.88591,326.16,1,1,2021-12-31,1416,A,80,6.1NRT,304.56,15,D
9.27861,-12.05832,326.77,1,1,2021-12-31,1416,A,80,6.1NRT,305.03,16.44,D
9.74966,-8.84862,325.13,1.25,1.11,2021-12-31,1416,A,74,6.1NRT,307.04,16.34,D
9.75191,-8.84418,321.51,1.25,1.11,2021-12-31,1416,A,33,6.1NRT,306.25,10.7,D
9.76485,-8.82285,319.27,1.25,1.11,2021-12-31,1416,A,33,6.1NRT,304.94,9.31,D
9.85989,-8.26091,326.14,1.36,1.16,2021-12-31,1416,A,76,6.1NRT,306.43,21.45,D
9.80765,-8.65411,325.91,1.28,1.12,2021-12-31,1416,A,73,6.1NRT,307.78,17.16,D
9.78473,-8.82549,330.9,1.25,1.11,2021-12-31,1416,A,82,6.1NRT,304.96,28.24,D
9.79162,-8.84948,318.63,1.25,1.11,2021-12-31,1416,A,65,6.1NRT,303.52,10.19,D
9.27837,-12.5097,320.61,1.02,1.01,2021-12-31,1416,A,72,6.1NRT,305.73,9.4,D
9.83465,-8.68147,355.42,1.28,1.12,2021-12-31,1416,A,97,6.1NRT,309.86,89.19,D
9.83307,-8.69317,325.39,1.28,1.12,2021-12-31,1416,A,32,6.1NRT,306.38,16.34,D
9.84313,-8.69428,329.26,1.28,1.12,2021-12-31,1416,A,62,6.1NRT,305.08,22.25,D
9.84217,-8.77579,333.56,1.26,1.12,2021-12-31,1416,A,84,6.1NRT,305.4,35.02,D
9.84059,-8.7873,346.92,1.26,1.12,2021-12-31,1416,A,93,6.1NRT,306.51,66.22,D
9.83904,-8.79859,342.51,1.26,1.11,2021-12-31,1416,A,91,6.1NRT,305.01,54.6,D
9.81288,-8.98895,330.7,1.23,1.1,2021-12-31,1416,A,82,6.1NRT,305.44,27.75,D
9.32363,-12.45121,320.2,1.01,1.01,2021-12-31,1416,A,72,6.1NRT,305.78,9.07,D
9.3223,-12.46033,317.9,1.01,1.01,2021-12-31,1416,A,68,6.1NRT,304.45,7.1,D
9.88726,-8.522,322.71,1.31,1.14,2021-12-31,1416,A,66,6.1NRT,307.81,12.7,D
9.84059,-8.86173,320.27,1.25,1.11,2021-12-31,1416,A,30,6.1NRT,305.42,8.99,D
9.91341,-8.54307,321.01,1.31,1.13,2021-12-31,1416,A,48,6.1NRT,306.89,10.59,D
9.91184,-8.55491,322.27,1.31,1.13,2021-12-31,1416,A,64,6.1NRT,306.11,12.07,D
9.78585,-9.49224,345.81,1.15,1.07,2021-12-31,1416,A,93,6.1NRT,298.72,58.1,D
9.78443,-9.50265,333.33,1.15,1.07,2021-12-31,1416,A,68,6.1NRT,303.34,31.61,D
9.38997,-12.3089,326.78,1.01,1,2021-12-31,1416,A,80,6.1NRT,303.83,14.26,D
9.98568,-8.1572,323.79,1.39,1.17,2021-12-31,1416,A,45,6.1NRT,305.64,14.6,D
9.93211,-8.55765,322.51,1.31,1.13,2021-12-31,1416,A,56,6.1NRT,307.42,12.79,D
9.35874,-12.64924,336.99,1.02,1.01,2021-12-31,1416,A,88,6.1NRT,306.52,30.53,D
9.3574,-12.65843,355.9,1.02,1.01,2021-12-31,1416,A,98,6.1NRT,309.35,68.87,D
9.90014,-8.86983,323.31,1.25,1.11,2021-12-31,1416,A,24,6.1NRT,308.32,12.41,D
9.8986,-8.88112,323.26,1.25,1.11,2021-12-31,1416,A,55,6.1NRT,309.17,12.49,D
9.89707,-8.8924,324.67,1.24,1.11,2021-12-31,1416,A,55,6.1NRT,307.85,13.98,D
10.00656,-8.15988,324.3,1.39,1.17,2021-12-31,1416,A,68,6.1NRT,304.98,16.99,D
9.4518,-12.19788,324.91,1.01,1,2021-12-31,1416,A,78,6.1NRT,305.51,13.99,D
9.98891,-8.44447,322.3,1.33,1.14,2021-12-31,1416,A,50,6.1NRT,305.53,14,D
9.31164,-13.22519,322.75,1.06,1.03,2021-12-31,1416,A,73,6.1NRT,305.71,13.39,D
9.98846,-8.43913,320.49,1.33,1.14,2021-12-31,1416,A,62,6.1NRT,305.49,10.93,D
9.32015,-13.2234,319.3,1.06,1.03,2021-12-31,1416,A,69,6.1NRT,305.24,10.24,D
10.0066,-8.38008,320.26,1.34,1.15,2021-12-31,1416,A,64,6.1NRT,305.36,11.81,D
9.89786,-9.20211,329.52,1.2,1.09,2021-12-31,1416,A,80,6.1NRT,306.56,24.94,D
9.94976,-8.96364,326.64,1.24,1.1,2021-12-31,1416,A,76,6.1NRT,307.75,16.63,D
9.94082,-9.03019,327.4,1.22,1.1,2021-12-31,1416,A,77,6.1NRT,308.61,18.22,D
9.93933,-9.04128,342.62,1.22,1.1,2021-12-31,1416,A,90,6.1NRT,308.76,47.8,D
9.95213,-9.02058,325.53,1.23,1.1,2021-12-31,1416,A,57,6.1NRT,308.93,14.27,D
9.87543,-9.58537,341.08,1.14,1.07,2021-12-31,1416,A,90,6.1NRT,306.85,42.24,D
9.4821,-12.37565,317.57,1.01,1,2021-12-31,1416,A,47,6.1NRT,303.2,7.51,D
10.05909,-8.30028,323.54,1.36,1.16,2021-12-31,1416,A,71,6.1NRT,306.73,17.18,D
9.96881,-9.04533,337.5,1.22,1.1,2021-12-31,1416,A,87,6.1NRT,310.4,34.93,D
9.89588,-9.57774,322.73,1.14,1.07,2021-12-31,1416,A,73,6.1NRT,307.54,11.16,D
10.10153,-8.1416,325.08,1.4,1.17,2021-12-31,1416,A,73,6.1NRT,306.21,19.31,D
10.03907,-8.60341,330.45,1.3,1.13,2021-12-31,1416,A,80,6.1NRT,309.34,25.96,D
10.03749,-8.61507,326.69,1.3,1.13,2021-12-31,1416,A,76,6.1NRT,308.75,19.06,D
9.97862,-9.04673,340.1,1.22,1.1,2021-12-31,1416,A,89,6.1NRT,311.63,41.58,D
9.96962,-9.11248,321.28,1.21,1.09,2021-12-31,1416,A,62,6.1NRT,307.45,9.42,D
9.96812,-9.12336,328.04,1.21,1.09,2021-12-31,1416,A,78,6.1NRT,310.14,19.32,D
9.887,-9.71205,314.65,1.13,1.06,2021-12-31,1416,A,49,6.1NRT,280.08,12.47,D
10.08676,-8.32899,328.07,1.36,1.15,2021-12-31,1416,A,77,6.1NRT,309.01,23.5,D
9.96445,-9.22229,336.87,1.2,1.09,2021-12-31,1416,A,86,6.1NRT,306.17,36.75,D
10.09706,-8.33048,352.91,1.36,1.15,2021-12-31,1416,A,96,6.1NRT,308.29,87.55,D
10.0954,-8.34265,328.64,1.35,1.15,2021-12-31,1416,A,68,6.1NRT,305.63,22.98,D
10.01207,-8.94947,324.52,1.24,1.11,2021-12-31,1416,A,73,6.1NRT,309.44,12.6,D
10.09442,-8.32328,336.99,1.36,1.15,2021-12-31,1416,A,86,6.1NRT,307.92,41.36,D
10.09284,-8.33548,343.28,1.36,1.15,2021-12-31,1416,A,90,6.1NRT,308.89,57.65,D
10.11923,-8.21346,322.93,1.38,1.16,2021-12-31,1416,A,69,6.1NRT,306.17,15.26,D
9.96655,-9.36955,328.84,1.17,1.08,2021-12-31,1416,A,59,6.1NRT,304.91,26.23,D
9.93979,-9.56854,327.52,1.15,1.07,2021-12-31,1416,A,78,6.1NRT,305.34,17.98,D
9.94932,-9.56987,323.33,1.15,1.07,2021-12-31,1416,A,73,6.1NRT,306.35,12.12,D
9.94792,-9.58019,321.31,1.15,1.07,2021-12-31,1416,A,69,6.1NRT,305.72,9.62,D
9.93377,-9.75534,334.39,1.12,1.06,2021-12-31,1416,A,85,6.1NRT,294.37,36.3,D
9.60353,-12.23285,311.71,1.01,1,2021-12-31,1416,A,48,6.1NRT,293.17,5.56,D
9.9593,-9.77957,333.14,1.12,1.06,2021-12-31,1416,A,84,6.1NRT,296.06,33.48,D
9.9579,-9.78968,331.7,1.12,1.05,2021-12-31,1416,A,83,6.1NRT,293.38,32.18,D
10.1918,-8.14666,324.4,1.4,1.17,2021-12-31,1416,A,72,6.1NRT,307.61,17.32,D
10.04197,-9.24962,326.25,1.19,1.09,2021-12-31,1416,A,75,6.1NRT,310.15,14.3,D
10.0405,-9.26033,330.09,1.19,1.09,2021-12-31,1416,A,80,6.1NRT,310.41,19.81,D
10.04402,-9.40883,328.09,1.17,1.08,2021-12-31,1416,A,72,6.1NRT,309.08,19.87,D
10.03647,-9.60991,324.64,1.14,1.07,2021-12-31,1416,A,52,6.1NRT,305.38,12.03,D
10.03507,-9.62025,354.54,1.14,1.07,2021-12-31,1416,A,97,6.1NRT,307.07,73.8,D
10.03368,-9.63051,327.49,1.14,1.06,2021-12-31,1416,A,55,6.1NRT,303.32,17.11,D
9.62245,-12.61395,325.96,1.02,1.01,2021-12-31,1416,A,70,6.1NRT,300.27,16.94,D
10.18265,-8.67125,356.04,1.29,1.13,2021-12-31,1416,A,98,6.1NRT,311.46,91.93,D
10.1811,-8.68289,325.81,1.29,1.13,2021-12-31,1416,A,74,6.1NRT,308.07,15.66,D
10.04848,-9.66404,326.99,1.14,1.06,2021-12-31,1416,A,71,6.1NRT,305.63,18.64,D
10.04708,-9.67428,320.31,1.14,1.06,2021-12-31,1416,A,52,6.1NRT,304.15,10.6,D
10.03732,-9.74568,333,1.13,1.06,2021-12-31,1416,A,83,6.1NRT,306.05,29.41,D
10.03592,-9.75585,356.46,1.13,1.06,2021-12-31,1416,A,98,6.1NRT,307.19,82.76,D
9.63946,-12.56043,319.84,1.02,1.01,2021-12-31,1416,A,73,6.1NRT,303.77,9.26,D
10.11689,-9.23396,325.23,1.2,1.09,2021-12-31,1416,A,71,6.1NRT,309.5,12.03,D
10.05798,-9.66535,330.6,1.14,1.06,2021-12-31,1416,A,74,6.1NRT,306.47,22.93,D
9.7557,-11.82003,317.15,1,1,2021-12-31,1416,A,71,6.1NRT,292.04,11.25,D
10.09169,-9.49049,334.76,1.16,1.07,2021-12-31,1416,A,84,6.1NRT,309.68,26.39,D
10.10128,-9.49186,327.43,1.16,1.07,2021-12-31,1416,A,77,6.1NRT,309.06,15.22,D
10.25866,-8.41491,328.62,1.35,1.15,2021-12-31,1416,A,77,6.1NRT,309.37,22.6,D
10.23101,-8.61816,331,1.31,1.13,2021-12-31,1416,A,80,6.1NRT,310.66,25.37,D
10.12519,-9.62812,326.48,1.14,1.07,2021-12-31,1416,A,62,6.1NRT,310.47,11,D
10.1238,-9.63838,327.98,1.14,1.07,2021-12-31,1416,A,70,6.1NRT,311.22,13.8,D
10.13442,-9.70267,380.51,1.13,1.06,2021-12-31,1416,A,100,6.1NRT,313.68,171.57,D
10.13302,-9.71287,361.34,1.13,1.06,2021-12-31,1416,A,100,6.1NRT,311.3,93.13,D
10.24589,-8.95425,321.46,1.25,1.11,2021-12-31,1416,A,52,6.1NRT,306.89,7.68,D
10.24436,-8.96553,322.77,1.24,1.11,2021-12-31,1416,A,56,6.1NRT,307.6,10.15,D
10.24285,-8.97673,321.14,1.24,1.11,2021-12-31,1416,A,53,6.1NRT,306.89,8.02,D
10.14388,-9.70417,350.3,1.13,1.06,2021-12-31,1416,A,95,6.1NRT,310.65,58.82,D
10.14248,-9.71435,346.42,1.13,1.06,2021-12-31,1416,A,92,6.1NRT,309.96,50.12,D
9.70911,-12.77348,321.97,1.02,1.01,2021-12-31,1416,A,35,6.1NRT,303.99,7.43,D
10.29304,-8.68024,331.2,1.3,1.13,2021-12-31,1416,A,80,6.1NRT,310.57,23.76,D
10.25428,-8.96686,334.85,1.24,1.11,2021-12-31,1416,A,84,6.1NRT,310.41,29.34,D
10.25276,-8.97807,326.77,1.24,1.11,2021-12-31,1416,A,67,6.1NRT,306.05,15.19,D
9.71543,-12.79338,325.31,1.03,1.01,2021-12-31,1416,A,44,6.1NRT,303.87,13,D
10.14942,-9.94194,321.85,1.11,1.05,2021-12-31,1416,A,68,6.1NRT,303.98,12.55,D
10.14802,-9.95195,330.9,1.11,1.05,2021-12-31,1416,A,81,6.1NRT,303.74,24.75,D
9.75916,-12.74993,325.4,1.02,1.01,2021-12-31,1416,A,78,6.1NRT,306.64,13.92,D
9.7578,-12.75914,329.26,1.02,1.01,2021-12-31,1416,A,82,6.1NRT,308.25,18.97,D
10.22216,-9.59556,332.14,1.15,1.07,2021-12-31,1416,A,66,6.1NRT,314.17,15.28,D
10.40859,-8.27206,332.09,1.38,1.16,2021-12-31,1416,A,80,6.1NRT,308.46,26.74,D
10.26307,-9.36512,324.89,1.18,1.08,2021-12-31,1416,A,69,6.1NRT,310.59,9.27,D
10.09748,-10.57428,321,1.05,1.02,2021-12-31,1416,A,61,6.1NRT,292.19,16.7,D
10.26418,-9.64372,331.84,1.15,1.07,2021-12-31,1416,A,69,6.1NRT,310.78,17.1,D
10.22479,-9.92858,321.99,1.11,1.05,2021-12-31,1416,A,45,6.1NRT,306.32,11.02,D
10.27371,-9.64503,333.19,1.15,1.07,2021-12-31,1416,A,82,6.1NRT,311.9,20.28,D
10.23278,-9.93994,320.93,1.11,1.05,2021-12-31,1416,A,57,6.1NRT,306.95,10.05,D
10.23139,-9.94994,324.44,1.11,1.05,2021-12-31,1416,A,72,6.1NRT,305.37,14.41,D
10.26185,-9.80008,325.32,1.13,1.06,2021-12-31,1416,A,62,6.1NRT,306.87,13.35,D
9.859,-12.63366,324.25,1.02,1.01,2021-12-31,1416,A,50,6.1NRT,302.66,10.66,D
9.85767,-12.64282,344.53,1.02,1.01,2021-12-31,1416,A,92,6.1NRT,306.42,40.04,D
9.84616,-12.8438,311.59,1.03,1.01,2021-12-31,1416,A,16,6.1NRT,295.23,4.35,D
10.29967,-9.69652,331,1.14,1.06,2021-12-31,1416,A,79,6.1NRT,309.89,19.57,D
10.4593,-8.65539,339.39,1.31,1.13,2021-12-31,1416,A,87,6.1NRT,312.56,37.9,D
10.36625,-9.4936,328.21,1.17,1.08,2021-12-31,1416,A,69,6.1NRT,310.1,15.74,D
10.1651,-10.94269,315.58,1.03,1.01,2021-12-31,1416,A,57,6.1NRT,302.46,7.79,D
10.1638,-10.95193,316.49,1.03,1.01,2021-12-31,1416,A,56,6.1NRT,302.34,7.87,D
10.07976,-11.54521,320.11,1,1,2021-12-31,1416,A,74,6.1NRT,299.33,12.68,D
9.83356,-13.24402,327.21,1.05,1.02,2021-12-31,1416,A,74,6.1NRT,311.74,12.31,D
10.26695,-10.28201,321.14,1.08,1.04,2021-12-31,1416,A,67,6.1NRT,304,11.19,D
10.48867,-8.74327,327.6,1.29,1.13,2021-12-31,1416,A,74,6.1NRT,311.2,13.39,D
10.37389,-9.58023,324.63,1.16,1.07,2021-12-31,1416,A,69,6.1NRT,310.48,9.11,D
10.47083,-9.18587,327.03,1.22,1.1,2021-12-31,1416,A,72,6.1NRT,310.68,14.25,D
10.34954,-10.08054,320.83,1.1,1.04,2021-12-31,1416,A,61,6.1NRT,306.37,9.6,D
10.34818,-10.09043,326.82,1.1,1.04,2021-12-31,1416,A,74,6.1NRT,305.88,16.88,D
9.95799,-12.83921,319.96,1.03,1.01,2021-12-31,1416,A,42,6.1NRT,299.79,11.51,D
9.89021,-13.29788,352.59,1.06,1.03,2021-12-31,1416,A,96,6.1NRT,311.06,59.23,D
9.8888,-13.3074,353.67,1.06,1.03,2021-12-31,1416,A,97,6.1NRT,310.24,62.41,D
10.39184,-9.84144,326.89,1.12,1.06,2021-12-31,1416,A,64,6.1NRT,311.57,11.9,D
10.35752,-10.09174,318.38,1.1,1.04,2021-12-31,1416,A,48,6.1NRT,305.99,7.11,D
9.90428,-13.32933,332.9,1.06,1.03,2021-12-31,1416,A,85,6.1NRT,309.04,22.18,D
9.90288,-13.3388,324.12,1.06,1.03,2021-12-31,1416,A,76,6.1NRT,307.63,10.54,D
10.53664,-8.92141,330.85,1.26,1.12,2021-12-31,1416,A,78,6.1NRT,313.06,18.84,D
10.53201,-8.95561,324.32,1.26,1.11,2021-12-31,1416,A,58,6.1NRT,310.95,7.94,D
10.53047,-8.96702,325.29,1.25,1.11,2021-12-31,1416,A,69,6.1NRT,311.89,9.48,D
10.77571,-7.20737,330.4,1.66,1.27,2021-12-31,1416,A,80,6.1NRT,308.42,34.77,D
10.31533,-10.59873,322.84,1.05,1.02,2021-12-31,1416,A,71,6.1NRT,307.34,12.06,D
10.50119,-9.40021,334.98,1.19,1.08,2021-12-31,1416,A,78,6.1NRT,312.95,25.13,D
10.49971,-9.41093,338.99,1.18,1.08,2021-12-31,1416,A,87,6.1NRT,313.54,32.31,D
10.42501,-9.94895,323.13,1.11,1.05,2021-12-31,1416,A,58,6.1NRT,305.65,10.83,D
10.50275,-9.40606,339.35,1.19,1.08,2021-12-31,1416,A,87,6.1NRT,313.9,33.75,D
10.50132,-9.41675,327.4,1.18,1.08,2021-12-31,1416,A,33,6.1NRT,312.25,11.39,D
10.30501,-10.86166,322.77,1.03,1.02,2021-12-31,1416,A,44,6.1NRT,307.39,10.87,D
10.51243,-9.4074,329.94,1.19,1.08,2021-12-31,1416,A,46,6.1NRT,311.72,15.72,D
10.46582,-9.82634,326.05,1.13,1.06,2021-12-31,1416,A,50,6.1NRT,311.63,10.03,D
10.43842,-10.02795,320.3,1.1,1.05,2021-12-31,1416,A,55,6.1NRT,303.61,10.67,D
10.43705,-10.03796,323.9,1.1,1.05,2021-12-31,1416,A,67,6.1NRT,303.98,15.21,D
10.68224,-8.27642,322.68,1.39,1.17,2021-12-31,1416,A,52,6.1NRT,308.07,8.71,D
10.53034,-9.42084,324.9,1.18,1.08,2021-12-31,1416,A,39,6.1NRT,309.67,8.71,D
10.52891,-9.4315,326.7,1.18,1.08,2021-12-31,1416,A,52,6.1NRT,312.57,11.43,D
10.4739,-9.83781,326.02,1.13,1.06,2021-12-31,1416,A,56,6.1NRT,311.46,9.89,D
10.29075,-11.16134,345.26,1.02,1.01,2021-12-31,1416,A,92,6.1NRT,307.89,40.78,D
10.28946,-11.17051,384.78,1.02,1.01,2021-12-31,1416,A,100,6.1NRT,312.61,165.39,D
10.85159,-7.05208,338.46,1.71,1.28,2021-12-31,1416,A,87,6.1NRT,304.98,60.76,D
10.57821,-9.13883,325.42,1.23,1.1,2021-12-31,1416,A,68,6.1NRT,310.53,9.31,D
10.35556,-10.83095,322.43,1.04,1.02,2021-12-31,1416,A,62,6.1NRT,308.96,9.97,D
10.51348,-9.76013,325.41,1.14,1.06,2021-12-31,1416,A,51,6.1NRT,312.61,8.03,D
10.36988,-10.79488,330.14,1.04,1.02,2021-12-31,1416,A,81,6.1NRT,308.97,17.26,D
10.71227,-8.36972,328.94,1.37,1.16,2021-12-31,1416,A,75,6.1NRT,313.38,19.69,D
10.7106,-8.3822,329.78,1.37,1.16,2021-12-31,1416,A,76,6.1NRT,312.34,21.55,D
10.33573,-11.16795,321.7,1.02,1.01,2021-12-31,1416,A,58,6.1NRT,309.74,7.85,D
10.82507,-7.69011,321.48,1.54,1.22,2021-12-31,1416,A,44,6.1NRT,305.57,12.5,D
10.36169,-11.04964,332.18,1.02,1.01,2021-12-31,1416,A,83,6.1NRT,306.76,21.23,D
10.82939,-7.68321,321.03,1.54,1.22,2021-12-31,1416,A,55,6.1NRT,305.53,11.69,D
10.5095,-10.11566,322.46,1.1,1.04,2021-12-31,1416,A,63,6.1NRT,304.31,12.66,D
10.50816,-10.12551,344.28,1.1,1.04,2021-12-31,1416,A,91,6.1NRT,307.05,48.48,D
10.41305,-10.81718,322.75,1.04,1.02,2021-12-31,1416,A,56,6.1NRT,306.04,10.45,D
10.51884,-10.11693,328.96,1.1,1.04,2021-12-31,1416,A,76,6.1NRT,304.71,21.49,D
10.51749,-10.12682,323.53,1.1,1.04,2021-12-31,1416,A,66,6.1NRT,304.29,14.47,D
10.56104,-9.87759,326.43,1.12,1.06,2021-12-31,1416,A,45,6.1NRT,310.36,9.66,D
10.38827,-11.19182,324.96,1.02,1.01,2021-12-31,1416,A,75,6.1NRT,304.37,14.59,D
10.37005,-11.44994,318.71,1.01,1,2021-12-31,1416,A,64,6.1NRT,305.44,7.62,D
10.62859,-9.6669,329.68,1.15,1.07,2021-12-31,1416,A,76,6.1NRT,311.41,17.56,D
10.43741,-11.03901,323.24,1.02,1.01,2021-12-31,1416,A,72,6.1NRT,305.95,10.83,D
10.7274,-9.01806,327.67,1.25,1.11,2021-12-31,1416,A,72,6.1NRT,311.82,13.9,D
10.5245,-10.48546,324.33,1.06,1.03,2021-12-31,1416,A,70,6.1NRT,304.42,14.91,D
10.46215,-10.92904,317.72,1.03,1.01,2021-12-31,1416,A,59,6.1NRT,304.41,6.69,D
10.46084,-10.93834,319,1.03,1.01,2021-12-31,1416,A,63,6.1NRT,304.5,8.18,D
10.55807,-10.31289,324.64,1.08,1.04,2021-12-31,1416,A,38,6.1NRT,305.09,13.41,D
10.55671,-10.32259,381.39,1.08,1.04,2021-12-31,1416,A,100,6.1NRT,309.26,166.96,D
10.55536,-10.33229,323.36,1.08,1.04,2021-12-31,1416,A,33,6.1NRT,303.67,12.27,D
10.4319,-11.20771,319.53,1.02,1.01,2021-12-31,1416,A,60,6.1NRT,308.05,7.59,D
10.56351,-10.31949,332.04,1.08,1.04,2021-12-31,1416,A,80,6.1NRT,304.79,26.43,D
10.56219,-10.32921,324.92,1.08,1.04,2021-12-31,1416,A,69,6.1NRT,303.52,16.64,D
10.13698,-13.30527,320.03,1.05,1.02,2021-12-31,1416,A,57,6.1NRT,292.94,16.16,D
10.13557,-13.31473,328.25,1.05,1.02,2021-12-31,1416,A,81,6.1NRT,292.64,25.16,D
10.88144,-7.98675,326.1,1.47,1.2,2021-12-31,1416,A,70,6.1NRT,311.52,15.04,D
10.71558,-9.26034,325.86,1.21,1.1,2021-12-31,1416,A,68,6.1NRT,313.08,9.74,D
10.56479,-10.37912,324.7,1.07,1.03,2021-12-31,1416,A,69,6.1NRT,304.9,16.26,D
10.55287,-10.46601,322.79,1.07,1.03,2021-12-31,1416,A,65,6.1NRT,304.81,13.47,D
10.42951,-11.35286,319,1.01,1.01,2021-12-31,1416,A,64,6.1NRT,303.67,8.63,D
10.46166,-11.18952,326.38,1.02,1.01,2021-12-31,1416,A,76,6.1NRT,307.72,14.54,D
10.53828,-10.70697,331.1,1.05,1.02,2021-12-31,1416,A,80,6.1NRT,309.04,20.15,D
10.50695,-10.93184,321.17,1.03,1.01,2021-12-31,1416,A,52,6.1NRT,306.58,8.11,D
10.6509,-9.95804,322.42,1.12,1.05,2021-12-31,1416,A,27,6.1NRT,307.81,8.57,D
10.56191,-10.6039,320.37,1.05,1.03,2021-12-31,1416,A,59,6.1NRT,305.7,8.78,D
10.76815,-9.16638,325.44,1.23,1.1,2021-12-31,1416,A,51,6.1NRT,312,8.77,D
10.74292,-9.3532,328.88,1.2,1.09,2021-12-31,1416,A,74,6.1NRT,311.95,14.47,D
10.66031,-9.95937,333.37,1.12,1.05,2021-12-31,1416,A,81,6.1NRT,308.63,23.44,D
10.11268,-13.84705,323.58,1.1,1.05,2021-12-31,1416,A,40,6.1NRT,299.92,15.1,D
10.1112,-13.85698,341.65,1.1,1.05,2021-12-31,1416,A,91,6.1NRT,305.37,43.13,D
10.53403,-11.00211,323.68,1.03,1.01,2021-12-31,1416,A,71,6.1NRT,307.66,11.18,D
10.98148,-7.89087,321.42,1.49,1.21,2021-12-31,1416,A,45,6.1NRT,306.39,9.39,D
10.84319,-8.91172,328.22,1.28,1.12,2021-12-31,1416,A,72,6.1NRT,312.95,12.31,D
10.44958,-11.726,319.68,1,1,2021-12-31,1416,A,67,6.1NRT,307.23,8.52,D
10.44828,-11.73505,322.84,1,1,2021-12-31,1416,A,73,6.1NRT,308.42,11.56,D
10.66143,-10.28029,319.35,1.08,1.04,2021-12-31,1416,A,24,6.1NRT,306.12,7.92,D
10.58133,-10.86346,328.95,1.04,1.02,2021-12-31,1416,A,77,6.1NRT,307.34,17.29,D
10.58004,-10.8728,321.35,1.04,1.02,2021-12-31,1416,A,58,6.1NRT,306.66,8.47,D
10.74294,-9.74844,323.95,1.15,1.07,2021-12-31,1416,A,64,6.1NRT,310.87,9.15,D
10.74155,-9.75878,328.36,1.14,1.07,2021-12-31,1416,A,73,6.1NRT,311.07,15.25,D
10.43559,-12.0253,317.77,1,1,2021-12-31,1416,A,59,6.1NRT,304.77,6.56,D
10.80904,-9.40226,324.09,1.2,1.09,2021-12-31,1416,A,63,6.1NRT,310.84,8.13,D
10.79894,-9.47735,326.36,1.18,1.08,2021-12-31,1416,A,60,6.1NRT,312.73,11.07,D
11.04248,-7.70996,339.87,1.54,1.22,2021-12-31,1416,A,87,6.1NRT,310.82,56.28,D
11.04067,-7.72395,339.27,1.54,1.22,2021-12-31,1416,A,87,6.1NRT,308.99,54.27,D
10.68108,-10.41218,319.36,1.07,1.03,2021-12-31,1416,A,42,6.1NRT,305.57,8.75,D
10.7296,-10.12899,322.64,1.1,1.05,2021-12-31,1416,A,61,6.1NRT,306.74,10.74,D
10.55263,-11.3963,325.55,1.01,1,2021-12-31,1416,A,51,6.1NRT,309.4,9.72,D
10.70763,-10.35652,319.77,1.08,1.04,2021-12-31,1416,A,43,6.1NRT,307.5,6.74,D
10.6345,-10.88072,328.51,1.04,1.02,2021-12-31,1416,A,76,6.1NRT,311.95,13.11,D
10.63318,-10.89008,324.96,1.04,1.02,2021-12-31,1416,A,50,6.1NRT,310.57,9.38,D
10.40447,-12.55658,324.46,1.01,1,2021-12-31,1416,A,75,6.1NRT,307.05,13.53,D
10.64082,-10.9673,328.99,1.03,1.01,2021-12-31,1416,A,77,6.1NRT,310.87,15.84,D
10.63951,-10.9766,325.1,1.03,1.01,2021-12-31,1416,A,71,6.1NRT,312.02,10.99,D
10.48636,-12.11575,324.44,1,1,2021-12-31,1416,A,67,6.1NRT,307.37,12.09,D
10.71574,-10.55077,326.71,1.06,1.03,2021-12-31,1416,A,67,6.1NRT,307.98,14.83,D
10.69738,-10.75191,329.21,1.05,1.02,2021-12-31,1416,A,61,6.1NRT,310.42,13.63,D
10.67266,-10.93024,327.13,1.03,1.02,2021-12-31,1416,A,62,6.1NRT,309.16,13.98,D
10.67136,-10.93957,320.56,1.03,1.02,2021-12-31,1416,A,35,6.1NRT,307,7.09,D
10.78619,-10.17335,325.26,1.1,1.04,2021-12-31,1416,A,68,6.1NRT,309.96,10.66,D
10.64933,-11.16351,331.1,1.02,1.01,2021-12-31,1416,A,79,6.1NRT,306.81,20.89,D
10.69731,-10.88612,333.98,1.04,1.02,2021-12-31,1416,A,82,6.1NRT,313.41,18.42,D
10.696,-10.8955,332.57,1.04,1.02,2021-12-31,1416,A,80,6.1NRT,312.81,15.35,D
